id,title,description,fantasy,business_name,contact,phone,lat,lon,address,category,source,link,agreement,ODS
777,DISPENSADORES DE PAPEL HIGIENICO,MICRO,FRANKAN,FRANKAN,HOMBRE,971580081,-23.397133,-57.429829,VILLA ARMANDO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
778,DISPENSADORES DE TOALLAS DE PAPEL,MICRO,EL BUEN GUSTO,EL BUEN GUSTO,MUJER,0,-23.396936,-57.429914,MADRINAS DE GUERRA C/ JOSE ALVARENGA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
779,PAPELERIAS,MICRO,CARNICERIA EL TORITO,CARNICERIA EL TORITO,HOMBRE,971801180,-23.409428,-57.438928,PROF. CABRAL C/ BERNARDINO CABALLERO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
780,GASTRONOMIA - Servicios,MICRO,NYA,NYA,MUJER,982612390,-23.39796,-57.429399,MADRINAS DE GUERRA C/JULIA MIRANDA CUETO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
781,BOCADITOS - Servicios de - Ver: Servicios de Lunch,PEQUEÑA,LA VICTORIA,LA VICTORIA,MUJER,972236412,-23.396562,-57.428863,PADRE QUEIROZ CANDIA C/ MADRINAS DE GUERRA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
782,GASTRONOMIA - Servicios,MICRO,RAUL SERVICE,RAUL SERVICE,HOMBRE,331243030,-23.40851,-57.443304,MCAL. ESTIGARRIBIA Y 14 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
783,SUPERMERCADOS,MICRO,JMR,JMR,MUJER,,-23.396798,-57.429035,QUEIROZ CANDIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
784,"TELEVISORES - Servicios Tecnicos - Ver: Electronica, Reparaciones",PEQUEÑA,CEC,CEC,MUJER,331242646,-23.408535,-57.44295,MCAL. ESTIGARRIBIA Y 14 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
785,TELEFONIA CELULAR - Empresas Proveedores de Servicios,MICRO,DE LA MECHE,DE LA MECHE,MUJER,975585242,-23.39646,-57.44508,JUANA F. DE ALONSO C/ OBRERO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
786,HELADERIAS,MICRO,QUEVEDO,QUEVEDO,HOMBRE,669531-0,-23.408505,-57.442896,MCAL. ESTIGARRIBIA Y 14 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
787,CLINICA MEDICA - Medicos,MICRO,DOS HIJOS,DOS HIJOS,MUJER,976863321,-23.39576,-57.4416,AVENIDA PINEDO ESQ. OBRERO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
788,FLORERIAS,MICRO,EL BIGOTE,EL BIGOTE,MUJER,331240580,-23.407845,-57.444811,PTE. FRANCO Y GRAL. GARAY,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
789,OBRAS CIVILES - Ver: Construcciones Civiles,MICRO,TALLER,TALLER,HOMBRE,973412404,-23.39594,-57.44159,AVENIDA AGUSTIN FERNANDO DE PINEDO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
790,LAVADEROS DE AUTOVEHICULOS,MICRO,FRANCO MOTO REPUESTOS,FRANCO MOTO REPUESTOS,HOMBRE,331240081,-23.396699,-57.428906,MADRINAS DE GUERRA Y QUEIROZ CANDIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
791,MOTOCICLETAS - Repuestos y Accesorios,MICRO,PEPES,PEPES,MUJER,0,-23.407181,-57.44148,AVENIDA PINEDO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
792,BODEGAS,PEQUEÑA,PEPES,PEPES,MUJER,0,-23.407796,-57.441759,PTE. FRANCO E/ YEGROS,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
793,PANADERIAS,MICRO,ELECTRO CELL,ELECTRO CELL,HOMBRE,984932357,-23.39576,-57.4416,AVENIDA AGUSTIN FERNANDO DE PINEDO ESQ.OBRERO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
794,PELUQUERIAS,MICRO,DOÑA DALIA,DOÑA DALIA,MUJER,971820677,-23.397015,-57.428949,QUEIROZ CANDIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
796,ENMARCADOS - Taller de,MICRO,MOTORMARKET S.A.,MOTORMARKET S.A.,HOMBRE,971800365,-23.41456,-57.43712,AV. HERIBERTO COLOMBINO E/ JUAN BAUTISTA Y CLAUDIO ACOSTA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
797,CARNICERIAS,MICRO,CARNES CHACO,CARNES CHACO,HOMBRE,973719369,-23.398945,-57.428906,QUEIROS CANDIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
798,ELECTRONICA - Instalaciones,MICRO,SHIMURA MOTO REPUESTOS,SHIMURA MOTO REPUESTOS,HOMBRE,331242052,-23.398571,-57.428949,QUEIROZ CANDIA / TTE ROJAS SILVA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
799,RADIO MENSAJES - Servicios,MICRO,AUTOSERVICE ANDREA,AUTOSERVICE ANDREA,HOMBRE,971561639,-23.398394,-57.429292,QUEIROS CANDIA / TTE ROJAS SILVA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
804,IMPRENTAS,MICRO,KARANDA-Y,KARANDA-Y,HOMBRE,0,-23.40762,-57.44712,PTE FRANCO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
808,CLINICAS VETERINARIAS - Ver: Veterinarias,MICRO,ALQUILER DE GLOBO LOCO,ALQUILER DE GLOBO LOCO,HOMBRE,971697692,-23.39579,-57.44326,OBRERO CASI 2 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
812,ELECTRODOMESTICOS,MICRO,RAMIREZ,RAMIREZ,HOMBRE,986260285,-23.396699,-57.433476,TTE RODRIGUEZ Y MADRINAS DE GUERRA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
813,ELECTRODOMESTICOS,MICRO,SAN DIEGO,SAN DIEGO,HOMBRE,241836,-23.39489,-57.44493,JUANA DE ALONSO Y PROFESOR ANDRES,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
814,ALMACENAJES - Depositos,MICRO,MUNDO GYM,MUNDO GYM,MUJER,971833726,-23.396542,-57.433519,TENIENTE C/MADRINAS DE GUERRA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
815,ALMACENAJES - Depositos,MICRO,FYM,FYM,HOMBRE,240196,-23.39499,-57.44374,ANDRES MIASNIKOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
817,MALLAS PARA FRACCIONAMIENTOS DE FRUTASY VERDURAS,MICRO,YEMAR,YEMAR,MUJER,982988584,-23.397231,-57.434635,MEDICOS DEL CHACO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
818,PELUQUERIAS,MICRO,KINO,KINO,HOMBRE,975245485,-23.39593,-57.44428,OBRERO Y ANDRES MIASNICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
819,DESPENSAS,MICRO,GILDA,GILDA,MUJER,971283423,-23.39593,-57.44428,OBRERO CASI JUANA DE ALONZO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
820,DESPENSAS,MICRO,NERY AUTO MOTOR,NERY AUTO MOTOR,HOMBRE,971802695,-23.396325,-57.436674,AVDA. GUALBERTO CARDUZ,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
822,DESPENSAS,MICRO,BRAULIO ACOSTA,BRAULIO ACOSTA,HOMBRE,971551846,-23.395675,-57.434893,AVDA. GUALBERTO CARDUS HUERTA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
823,DESPENSAS,MICRO,COPETIN ELI,COPETIN ELI,MUJER,0,-23.39665,-57.44443,MANUEL IRALA ENTRE MIASNICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
824,DESPENSAS,MICRO,A TU PERFIL,A TU PERFIL,MUJER,971828272,-23.400284,-57.440965,13 TUYUTI,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
829,DESPENSAS,MICRO,SUPER SONIC,SUPER SONIC,MUJER,0331 242721,-23.40498,-57.44505,0,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
830,LAVADEROS DE AUTOVEHICULOS,MICRO,ZONA DIGITAL,ZONA DIGITAL,HOMBRE,0331 240 037,-23.402203,-57.445704,AVENIDA HERMINIO MENDOZA C/ CERRO CORA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
831,GOMERIAS,MICRO,A Y B NOVEDADES,A Y B NOVEDADES,MUJER,0331 240145,-23.39758,-57.44818,ASUNCIÓN C/ MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
832,AUTOSERVICES,MICRO,COPETIN JAVIERCITO,COPETIN JAVIERCITO,MUJER,981474015,-23.40183,-57.44156,AVENIDA PINEDO C/ HERMINIO MENDOZA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
833,ARTICULOS DE CAZA Y PESCA - Representantes,MICRO,PELUQUERIA MATISSE,PELUQUERIA MATISSE,MUJER,986389332,-23.40117,-57.44654,AVENIDA HERMINIO MENDOZA C/ MIRANDA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
834,FERRETERIAS,,ALEXIS FOTOGRAFIA,ALEXIS FOTOGRAFIA,HOMBRE,972627701,-23.40559,-57.44449,JUANA DE ALONSO C/ HERMINIO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
835,GOMERIAS,MICRO,NOVEDADES VICTORIA,NOVEDADES VICTORIA,MUJER,0331 241172,-23.40116,-57.44256,MONSEÑOR MARIAEVICH C/ 2 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
836,DESPENSAS,MICRO,EL VAQUERO,EL VAQUERO,MUJER,0331 240041,-23.39551,-57.44065,MONSEÑOR BOGARIN E/ 2 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
837,ROPERIAS,MICRO,POLLERIA TIA ROSI,POLLERIA TIA ROSI,MUJER,973255375,-23.40024,-57.44141,AVENIDA PINEDO E/ MONSEÑOR BOGARIN,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
838,BARES Y COPETINES,MICRO,FABI FER,FABI FER,MUJER,0331 243596,-23.40117,-57.44654,ASUNCIÓN C/ MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
839,RAMOS GENERALES -Ver: Almacenes Ramos Generales,MICRO,DESPENSA DANIEL,DESPENSA DANIEL,HOMBRE,0331 240012,-23.40117,-57.44654,BOGARIN C/ MIANICOFD,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
840,DESPENSAS,MICRO,PELUQUERIA ZULLY,PELUQUERIA ZULLY,MUJER,0331 240012,-23.40117,-57.44654,BOGARIN C/MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
841,DESPENSAS,MICRO,ALMACEN ODI,ALMACEN ODI,MUJER,972429417,-23.4033,-57.49639,ANIBAL MARICEBICH E/ MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
842,BARES Y COPETINES,,HOSPEDAJE Y DESPENSA RIVAS,HOSPEDAJE Y DESPENSA RIVAS,,0973108780 - 0331 242684,-23.39758,-57.44818,ASUNCIÓN C/ MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
843,CARNICERIAS,,COPETIN ANSELMO,COPETIN ANSELMO,,,-23.39758,-57.44818,ASUNCIÓN C/ MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
844,FERRETERIAS,,BODEGA LA FUENTE,BODEGA LA FUENTE,,,-23.402962,-57.442832,AVENIDA PINEDO C/ HERMINIO MENDOZA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
845,BOUTIQUES,MICRO,DESPENSA M,DESPENSA M,MUJER,0,-23.39765,-57.44824,ASUNCIÓN C/ JORGE S. MIRANDA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
846,PRENDAS - Ver. Ropas,MICRO,TALLER SANTIAGO BENÍTEZ S.B.R,TALLER SANTIAGO BENÍTEZ S.B.R,HOMBRE,971807495,-23.40965,-57.43774,ASUNCIÓN / FRANCISCO BERNAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
847,SEGUROS - Agentes de,,BODEGA SAN JOSE,BODEGA SAN JOSE,,,-23.40117,-57.44654,BOGARIN C/ JUANA DE ALONSO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
849,INSTITUTOS DE ENSENANZA,MICRO,TAPICERIA,TAPICERIA,HOMBRE,976117662,-23.40198,-57.44269,2 DE MAYO C/ HERMINIO MENDOZA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
851,PELUQUERIAS,,POLLERIA ÑA LINA,POLLERIA ÑA LINA,,,-23.402883,-57.441716,AVENIDA PINEDO C/ HERMINIO MENDOZA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
854,RESTAURANTES,MICRO,COPETIN MAXI,COPETIN MAXI,MUJER,983815635,-23.40113,-54.44213,MONSEÑOR ANIBAL MARISEVICH C/ AVENIDA PINEDO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
855,AUTOMOTORES - Talleres Mecanicos,MICRO,DESPENSA CASA LINA,DESPENSA CASA LINA,MUJER,331242807,-23.408437,-57.43912,MONSEÑOR BOGARIN C/ FRANCISCO BERNAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
856,SERVICIOS DE COMIDA,,PELUQUERIA FRS UNISEX,PELUQUERIA FRS UNISEX,,0331 40547,-23.40583,-57.44439,AVENIDA HERMINIO MENDOZA C/ 2 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
857,COMIDAS - Servicios de - Ver: Servicios de Comida,MICRO,HN TERMINAL,HN TERMINAL,ORGANIZACION,0331 241908,-23.4033,-57.44639,ASUNCIÓN E/ JUANA DE ALONSO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
858,FARMACIAS,MICRO,AUTOSERVICE PATRI,AUTOSERVICE PATRI,MUJER,331241735,-23.408437,-57.43912,MONSEÑOR MARICEVICH FLEITAS,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
859,ELECTRONICA - Instalaciones,MICRO,HOSPEDAJE ARTURO,HOSPEDAJE ARTURO,MUJER,0331 240750,-23.40117,-57.44654,ASUNCIÓN C/ MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
860,BARES Y COPETINES,MICRO,DESPENSA ADRI,DESPENSA ADRI,MUJER,331243119,-23.408437,-57.43912,1RO DE MARZO / ASUNCIÓN,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
861,BODEGAS,MICRO,TALLER DE MOTOS AVENIDA,TALLER DE MOTOS AVENIDA,HOMBRE,0982 864706,-23.40059,-57.4415,AVENIDA PINEDO C/ MONSEÑOR MARISEVICH,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
862,AUTOMOTORES - Compra-Ventas,MICRO,DESPENSA GALEANO,DESPENSA GALEANO,MUJER,975299405,-23.39978,-57.44388,ANDRES MIANICOFF C/ ASUNCIÓN,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
863,CARNICERIAS,MICRO,COPETIN AVENIDA,COPETIN AVENIDA,HOMBRE,975795889,-23.408437,-57.43912,AV. HERMINIO MENDEZO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
864,BODEGAS,,PELUQUERIA MODA Y BELLEZA,PELUQUERIA MODA Y BELLEZA,,,-23.40017,-57.44319,SEÑOR BOGARIN C/ PROF. MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
865,MOTOCICLETAS,MICRO,PELUQUERIA DARA,PELUQUERIA DARA,MUJER,971371925,-23.4033,-57.44639,BOGARIN C/ ANDRES MIANICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
866,MOTOCICLETAS - Repuestos y Accesorios,MICRO,AUTOSERVICE GLORIA,AUTOSERVICE GLORIA,MUJER,0331 242818,-23.40541,-57.44545,AVENIDA HERMINIO MENDOZA C/ JUANA DE ALONSO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
867,AUTOSERVICES,MICRO,DESPENSA FIDELINA YRIGOYEN,DESPENSA FIDELINA YRIGOYEN,MUJER,0,-23.405364,-57.434721,ISMAEL GONZÁLEZ / MONSEÑOR BOGARIN,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
868,AUTOMOTORES - Repuestos y Accesorios,MICRO,TORNERIA SAN GERARDO,TORNERIA SAN GERARDO,HOMBRE,971694358,-23.408594,-57.445793,GENERAL DÍAZ C/ HERMINIO MENDOZA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
869,DESPENSAS,MICRO,JOELITO,JOELITO,MUJER,971678375,-23.408437,-57.43912,AVDA. BOQUERÓN Y JOSÉ ROMAÑACH,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
870,ARTICULOS ESCOLARES,MICRO,COMERCIAL GÓMEZ,COMERCIAL GÓMEZ,MUJER,975247170,-23.40202,-57.4265,AVDA. BOQUERÓN Y JOSÉ ROMAÑACH Y SASTRE,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
871,DESPENSAS,MICRO,PEKE SERIGRAFÍA,PEKE SERIGRAFÍA,HOMBRE,971844140,-23.39979,-57.42879,JULIA MIRANDA CUETO Y TTE. ADOLFO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
872,TORNERIAS MECANICAS,MICRO,SOLE,SOLE,HOMBRE,986825526,-23.3991,-57.42652,SOLDADO DESCONOCIDO Y JULIA MIRANDA CUETO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
873,DESPENSAS,MICRO,CM LIBRERÍA,CM LIBRERÍA,MUJER,971834110,-23.39819,-57.42891,JULIA MIRANDA Y MADRINA DE GUERRA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
874,DESPENSAS,MICRO,PASTELERÍA SAN MIGUEL,PASTELERÍA SAN MIGUEL,MUJER,0,-23.4017,-57.42868,JULIA MIRANDA Y AVDA.BOQUERÓN,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
875,DESPENSAS,MICRO,JDS,JDS,MUJER,984284891,-23.40058,-57.42877,JULIA MIRANDA CUETO Y SOLDADO DESCONOCIDO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
877,MOTOCICLETAS - Taller,MICRO,DESPENSA TOTAL,DESPENSA TOTAL,HOMBRE,973346888,-23.408594,-57.447767,ISMAEL GONZÁLEZ J/ MONSEÑOR BOGARIN,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
883,BODEGAS,,DESPENSA CARDOZO,DESPENSA CARDOZO,HOMBRE,331241008,-23.408437,-57.43912,ASUNCIÓN C / JUANA DE ORTELLADO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
885,LAVADEROS DE AUTOVEHICULOS,MICRO,KUREI,KUREI,HOMBRE,971290713,-23.40419,-57.42864,VILLARRICA/ OCTAVO PROYECTADA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
886,GIMNASIOS,MICRO,COMERCIAL ADONAI,COMERCIAL ADONAI,MUJER,972460605,-23.408437,-57.43912,ZONA TEMINAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
