lat,long,Nombre,Descripción detallada,Dirección o referencias,Categorías relacionadas,Sector,Video (opcional),(Oferente) Nombre de la organización o persona referente,(Oferente) Email,(Oferente) Teléfono,"(Oferente) Web, Twitter, Grupo Whatsapp, Telegram, y otras redes",(Oferente) Información adicional de la organización o áreas en las que requiere apoyo,Fuente,Link a la fuente,grupo
-25.2412831,-57.5842991,RED - HPHPY - OLLA POPULAR SAN BLAS,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN BLAS,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 601",,,,,Somos una organización o grupo
-25.240192,-57.58566,RED - HPHPY - OLLA POPULAR SAN ISIDRO,Puntos de higiene:1 - Alcance: 300 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN ISIDRO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 602",,,,,Somos una organización o grupo
-25.2413053,-57.5872213,RED - HPHPY - OLLA POPULAR COMISION VECINAL SAGRADA FAMILIA,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SANTA LUCIA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 603",,,,,Somos una organización o grupo
-25.2518512,-57.5969577,RED - HPHPY - OLLA POPULAR COMISION VECINAL SAN ANTONIO,Puntos de higiene:1 - Alcance: 162 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 604",,,,,Somos una organización o grupo
-25.2516527,-57.5980908,RED - HPHPY - OLLA POPULAR HETEREI,Puntos de higiene:1 - Alcance: 150 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 605",,,,,Somos una organización o grupo
-25.2551389,-57.5985465,RED - HPHPY - OLLA POPULAR COCINA POPULAR,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 606",,,,,Somos una organización o grupo
-25.2543766,-57.5971981,RED - HPHPY - OLLA POPULAR KUÑA MBARETE (1),Puntos de higiene:1 - Alcance: 115 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 607",,,,,Somos una organización o grupo
-25.2553719,-57.5963598,RED - HPHPY - OLLA POPULAR KUÑA MBARETE (2),Puntos de higiene:1 - Alcance: 137 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 608",,,,,Somos una organización o grupo
-25.2558017,-57.594517,RED - HPHPY - OLLA POPULAR VIRGEN DE FATIMA (1),Puntos de higiene:1 - Alcance: 130 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 609",,,,,Somos una organización o grupo
-25.2551047,-57.5931135,RED - HPHPY - OLLA POPULAR VIRGEN DE FATIMA II,Puntos de higiene:1 - Alcance: 75 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 610",,,,,Somos una organización o grupo
-25.2497219,-57.5845986,RED - HPHPY - OLLA POPULAR CM MARIA AUXILIADORA,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - MARIA AUXILIADORA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 611",,,,,Somos una organización o grupo
-25.2414816,-57.5892792,RED - HPHPY - OLLA POPULAR SANTA LUCIA ,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SANTA LUCIA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 612",,,,,Somos una organización o grupo
-25.2420664,-57.5825132,RED - HPHPY - OLLA POPULAR SAN LORENZO,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN LORENZO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 613",,,,,Somos una organización o grupo
-25.2399065,-57.5810002,RED - HPHPY - ESCUELA MUNICIPAL MARANGATU RAPE-ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 660 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN LORENZO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 614",,,,,Somos una organización o grupo
-25.2446256,-57.5846366,RED - HPHPY - OLLA POPULAR SAN MIGUEL,Puntos de higiene:1 - Alcance: 325 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN MIGUEL,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 615",,,,,Somos una organización o grupo
-25.2455007,-57.5864393,RED - HPHPY - OLLA POPULAR GUARDERIA CENINFA,Puntos de higiene:1 - Alcance: 50 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN ANTONIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 616",,,,,Somos una organización o grupo
-25.2463999,-57.5868902,RED - HPHPY - OLLA POPULAR SAN ANTONIO (1),Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN ANTONIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 617",,,,,Somos una organización o grupo
-25.2448555,-57.5872929,RED - HPHPY - OLLA POPULAR SAN ANTONIO (2),Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN ANTONIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 618",,,,,Somos una organización o grupo
-25.2407528,-57.583953,RED - HPHPY - OLLA POPULAR VIÑAS CUE RIO,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIÑAS CUE - VIÑAS CUE RIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 619",,,,,Somos una organización o grupo
-25.2480199,-57.5913409,RED - HPHPY - OLLA POPULAR CENTRO COMUNITARIO SAN ROQUE,Puntos de higiene:1 - Alcance: 350 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BAÑADO CARA CARA - SAN ROQUE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 620",,,,,Somos una organización o grupo
-25.2408025,-57.5838221,RED - HPHPY - OLLA POPULAR VIÑAS CUE ,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIÑAS CUE - VIÑAS CUE RIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 621",,,,,Somos una organización o grupo
-25.2616549,-57.5963089,RED - HPHPY - ESCUELA  SAN VICENTE DE PAUL-ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 400 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - TABLADA - BLANCO CUE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 622",,,,,Somos una organización o grupo
-25.260006,-57.5962868,RED - HPHPY - ESCUELA SANTA  CATALINA DE LABOURE- ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 400 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - TABLADA - BLANCO CUE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 623",,,,,Somos una organización o grupo
-25.2629147,-57.598156,RED - HPHPY - ESCUELA SAGRADA FAMILIA-ENTREGAN KITS DE ALIMENTOS CADA 15 DIAS,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - TABLADA - BLANCO CUE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 624",,,,,Somos una organización o grupo
-25.2601231,-57.5976597,RED - HPHPY - FUNDACIÓN CONIN (COOPERADORA PARA LA NUTRICION INFANTIL) - ASISTE A NIÑOS  0 a 5 AÑOS Y EMBARAZADAS CON DESNUTRICION,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - TABLADA - BLANCO CUE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 625",,,,,Somos una organización o grupo
-25.2504237,-57.583081,RED - HPHPY - ESCUELA BASICA N°7269 PRIV. SUBV. PADRE JOSE MARIA VELAZ DE FE Y ALEGRIA - ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 289 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - MARIA AUXILIADORA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 626",,,,,Somos una organización o grupo
-25.2515385,-57.5925912,RED - HPHPY - OLLA POPULAR COMISION VECINAL 30 DE AGOSTO,Puntos de higiene:1 - Alcance: 230 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SANTA ROSA ,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 627",,,,,Somos una organización o grupo
-25.2511792,-57.5912936,RED - HPHPY - OLLA POPULAR SANTA ROSA,Puntos de higiene:1 - Alcance: 300 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SANTA ROSA ,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 628",,,,,Somos una organización o grupo
-25.2503737,-57.5890065,RED - HPHPY - OLLA POPULAR SAN CAYETANO,Puntos de higiene:1 - Alcance: 150 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BAÑADO CARA CARA - SAN CAYETANO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 629",,,,,Somos una organización o grupo
-25.2496931,-57.5953432,RED - HPHPY - OLLA POPULAR DE LA GENTE PARA LA GENTE,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BAÑADO CARA CARA - SAN CAYETANO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 630",,,,,Somos una organización o grupo
-25.2516844,-57.5945756,RED - HPHPY - OLLA POPULAR COMISION VECINAL SAN JORGE,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SAN JORGE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 631",,,,,Somos una organización o grupo
-25.2514867,-57.5930537,RED - HPHPY - OLLA POPULAR NUEVA ESPERANZA I-NORMA DUARTE,Puntos de higiene:1 - Alcance: 150 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SAN JORGE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 632",,,,,Somos una organización o grupo
-25.2510349,-57.5935273,RED - HPHPY - OLLA POPULAR NUEVA ESPERANZA II- DEISY DUARTE,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SAN JORGE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 633",,,,,Somos una organización o grupo
-25.2505066,-57.5917913,RED - HPHPY - OLLA POPULAR CANCHITA LA BOMBONERA,Puntos de higiene:1 - Alcance: 150 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SANTA ROSA ,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 634",,,,,Somos una organización o grupo
-25.2531616,-57.5920099,RED - HPHPY - OLLA POPULAR ZONA VIP,Puntos de higiene:1 - Alcance: 150 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO CARA CARA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 635",,,,,Somos una organización o grupo
-25.2384471,-57.5882032,RED - HPHPY - OLLA POPULAR VIÑAS ,Puntos de higiene:1 - Alcance: 150 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIÑAS CUE - VIÑAS CUE RIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 636",,,,,Somos una organización o grupo
-25.2453211,-57.5902114,RED - HPHPY - OLLA POPULAR TEODORA VALENZUELA,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BOTANICO - SAN CARLOS,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 637",,,,,Somos una organización o grupo
-25.2480331,-57.5904022,RED - HPHPY - OLLA POPULAR SAN ROQUE ,Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - BAÑADO CARA CARA - SAN ROQUE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 638",,,,,Somos una organización o grupo
-25.2543109,-57.5873314,RED - HPHPY - ESCUELA BÁSICA N° 322 PROR. SILVIA MIRANDA DE CUETO- ENTREGAN KITS DE ALIMENTOS CADA 12 o15 DIAS,Puntos de higiene:1 - Alcance: 260 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - SAN JORGE,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 639",,,,,Somos una organización o grupo
-25.2529858,-57.588656,RED - HPHPY - OLLA POPULAR ALMUERZO SOLIDARIO-REF. PABLO PEREIRA,Puntos de higiene:1 - Alcance: 300 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - ZONA VIP,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 640",,,,,Somos una organización o grupo
-25.2837059,-57.6246113,RED - HPHPY - PUNTO DE ACCESO PELOPINCHO,Puntos de higiene:2 - Alcance: 2500 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - PELOPINCHO - MANUEL GONDRA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 641",,,,,Somos una organización o grupo
-25.2834335,-57.6236053,RED - HPHPY - Colegio Nacional de EMD JUAN RAMÓN DAHLQUIST,Puntos de higiene:1 - Alcance: 512 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - PELOPINCHO - MANUEL GONDRA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 642",,,,,Somos una organización o grupo
-25.2403647,-57.5548919,RED - HPHPY - OLLA POPULAR REFUGIO RC4,Puntos de higiene:1 - Alcance: 90 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - ZEBALLOS CUE - RC4,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 643",,,,,Somos una organización o grupo
-25.2570921,-57.5838888,RED - HPHPY - ESCUELA SANTA ROSA DE LIMA -ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 350 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - SANTA ROSA - SANTA ROSA,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 644",,,,,Somos una organización o grupo
-25.2394487,-57.5859734,RED - HPHPY - ESCUELA BASICA 1909  FRAY BARTOLOME DE LAS CASAS -ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 630 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIÑAS CUE - VIÑAS CUE RIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 645",,,,,Somos una organización o grupo
-25.2434202,-57.5870043,RED - HPHPY - ESCUELA LA AMISTAD-ENTREGAN KITS DE ALIMENTOS UNA VEZ POR SEMANA,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIÑAS CUE - VIÑAS CUE RIO,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 646",,,,,Somos una organización o grupo
-25.2537676,-57.5928573,RED - HPHPY - ESCUELA JOSE MARIA BOGARIN LA SALLE- ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,Puntos de higiene:1 - Alcance: 317 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,ASUNCION - VIRGEN DE FATIMA - CERRITO SAN MIGUEL,"Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios",Sociedad Civil,https://youtu.be/UDdpU7NJsEY,Red de apoyo a asentamientos,,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 647",,,,,Somos una organización o grupo
