"id","title","description","fantasy","business_name","contact","phone","lat","lon","address","category","source","link","agreement","ODS"
"180","ALMACENES RAMOS GENERALES","MICRO","DOCTOR SÁNCHEZ","DOCTOR SÁNCHEZ","HOMBRE","331241161","-23.40774","-57.44718","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"181","COOPERATIVAS DE AHORRO Y CREDITO - Ver: Cooperativas","MICRO","TALLER LUISITO","TALLER LUISITO","HOMBRE","995664649","-23.40402","-57.43568","CABRERA, TTE.588","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"182","BARES Y COPETINES","MICRO","COPETIN COMMAN","COPETIN COMMAN","HOMBRE","981639382","-23.40778","-57.45368","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"183","LAVADEROS DE AUTOVEHICULOS","MICRO","ZAPATERIA PINDU","ZAPATERIA PINDU","ORGANIZACION","972818637","-23.4057","-57.4507","OTAÑO CARLOS ANTOÑO LOPEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"184","ABOGADOS","MICRO","BODEGA KUPA","BODEGA KUPA","MUJER","981508015","-23.40535","-57.43101","TTE SILVIO ROJAS C-/ YTORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"185","AGUA MINERAL - Distribuidores","MICRO","MAXI IMPRENTA","MAXI IMPRENTA","HOMBRE","242669","-23.40763","-57.4427","PRESIDENTE FRANCO CASI YEGROS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"186","MADERAS - Exportadores","MICRO","LA GALERA","LA GALERA","MUJER","241873","-23.41003","-57.43524","DOCTOR MARIAL ROY BERNAL Y TENIENTE UBALDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"187","CAMIONES - Taller Mecanico","MICRO","DESPENSA SERVIN","DESPENSA SERVIN","MUJER","0","-23.40554","-57.43098","PADRE MARCELINO MEDINA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"188","ARTICULOS PARA FERRETERIA - Ver: Ferreteria, Art. para","MICRO","HOSPEDAJE LUZ DEL NORTE","HOSPEDAJE LUZ DEL NORTE","HOMBRE","985865118","-23.41054","-57.43115","LAS IDEAS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"189","PENSIONES","MICRO","TÍA MARY RECEPCIONES","TÍA MARY RECEPCIONES","MUJER","331241402","-23.40573","-57.43359","TENIENTE CLORINDO CASI YTORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"190","DESPENSAS","MICRO","CINFECCINES TRAPITO","CINFECCINES TRAPITO","MUJER","973754447","-23.40518","-57.45092","CARLOS ANTONIO LOPEZ 351","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"191","BALANZAS ELECTRONICAS","MICRO","LECA S.A HOTEL PUERTO SEGURO","LECA S.A HOTEL PUERTO SEGURO","ORGANIZACION","331241895","-23.40797","-57.45346","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"192","MUEBLES - Compra/Venta","MICRO","COPETIN HOBRERO","COPETIN HOBRERO","HOMBRE","985440804","-23.40784","-57.45374","PRESIDENTE FRANCO C/ NANAWA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"193","MOTOCICLETAS","MICRO","JC","JC","HOMBRE","975863613","-23.40547","-57.43134","YTORORO C/ TTE SEMIDEI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"194","TALABARTERIAS - Accesorios - Ver: Almacen de Suelas","MICRO","HOTEL CENTER","HOTEL CENTER","HOMBRE","331242360","-23.40802","-57.44275","PRESIDENTE FRANCO CASI YEGROS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"195","ZAPATERIAS - Ver: Calzados","MICRO","SAN JOSE","SAN JOSE","HOMBRE","983562913","-23.40591","-57.45158","JULIO DOTAÑO CASI CURUPAYTY","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"196","MERCERIAS","MICRO","SANTA MARIA","SANTA MARIA","HOMBRE","242518","-23.40767","-57.44725","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"197","DESPENSAS","MICRO","NORTE CELL SRL","NORTE CELL SRL","ORGANIZACION","0981 882 505","-23.40777","-57.44001","SCREIBERT Y DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"198","HOTELES","MICRO","J. J. COMERCIAL","J. J. COMERCIAL","HOMBRE","241901","-23.40424","-57.43746","DR. RODRÍGUEZ DE FRANCIA Y SANTOS CANILLAS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"199","HELADERIAS","MICRO","TALLER DE MOTO SAN RAMON","TALLER DE MOTO SAN RAMON","HOMBRE","971851553","-23.40478","-57.43118","TTE SILVIO ROJAS C/ GASPAR R DE FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"200","MOTELES","MICRO","HOSPEDAJE POSTA DEL SOL","HOSPEDAJE POSTA DEL SOL","MUJER","33142185","-23.40811","-57.45385","NANAWA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"201","BODEGAS","MICRO","BODEGA AMISTAD","BODEGA AMISTAD","MUJER","971669292","-23.40867","-57.45388","PRESIDENTE FRANCO CASI NANAWA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"202","ALMACENES RAMOS GENERALES","MICRO","CONSULTORIO ODONTOLOGICO J YJ","CONSULTORIO ODONTOLOGICO J YJ","HOMBRE","240968","-23.40737","-57.44306","PRESIDENTE FRANCO CASI YEGROS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"203","RESTAURANTES","MICRO","LA NORTEÑA VIP","LA NORTEÑA VIP","HOMBRE","331241956","-23.4075","-57.44737","PRESIDENTE FRANCO Y PEDRO JUAN CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"204","TALABARTERIAS - Accesorios - Ver: Almacen de Suelas","MICRO","LAVADERO MIGUELITO","LAVADERO MIGUELITO","HOMBRE","0","-23.40518","-57.43219","ITAKURUBI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"205","MUEBLES - Compra/Venta","MICRO","DELTA ELECTRIC","DELTA ELECTRIC","HOMBRE","331242788","-23.40647","-57.43372","CALLE SARMIENTO CASI RODRIGUEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"206","MOTOCICLETAS","MICRO","DESPENSA ÑA CARMEN","DESPENSA ÑA CARMEN","MUJER","984988926","-23.405","-57.45195","CURUPAYTY CASI OTAÑO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"207","CABINAS TELEFONICAS - Servicios","MICRO","NILSE","NILSE","MUJER","0971 825 183","-23.40769","-57.44009","DON BOSCO Y SCREIBERT","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"208","VIDRIOS - Ventas y Colocacion","MICRO","EL PINGUINO","EL PINGUINO","HOMBRE","242462","-23.40769","-57.44746","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"209","OFTALMOLOGIA - OCULISTAS - Medicos","MICRO","TALLER AEGUELLO","TALLER AEGUELLO","HOMBRE","971818694","-23.40464","-57.43151","DR FRANCIA C/ TTE SEMIDEI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"210","ELECTROMECANICAS - Talleres","MICRO","EL PINGÜINO","EL PINGÜINO","MUJER","0","-23.40744","-57.44748","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"211","BARES Y COPETINES","MICRO","DIEGO RIRAO","DIEGO RIRAO","HOMBRE","981915277","-23.40872","-57.45416","NANAWA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"212","ARTICULOS PARA ZAPATERIAS","MICRO","CENTRO DE COMPRAS SARTORI","CENTRO DE COMPRAS SARTORI","HOMBRE","331242380","-23.40767","-57.44337","PRESIDENTE FRANCO 174 CASI 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"213","BODEGAS","MICRO","JR PESCA Y CAMPING","JR PESCA Y CAMPING","HOMBRE","981330500","-23.40657","-57.43393","CALLE SARMIENTO CASI LEZCANO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"214","ALMACENES RAMOS GENERALES","MICRO","PECES MANÍA","PECES MANÍA","HOMBRE","976593156","-23.40752","-57.44754","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"215","IMPRENTAS","PEQUEÑA","HERRERÍA VÁZQUEZ","HERRERÍA VÁZQUEZ","HOMBRE","975531571","-23.4049","-57.4322","DR FRANCIA / TTE SEMIDEI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"216","SERIGRAFIAS","MICRO","DESPENSA DAULI","DESPENSA DAULI","MUJER","973823922","-23.40454","-57.43199","DR FRANCIA C/ TTE SEMIDEI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"217","AZUCARERAS - Productos Quimicos Auxiliares","MICRO","M VARGAS","M VARGAS","MUJER","0331 240 556","-23.40756","-57.44036","DON BOSCO Y SCREIBERT","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"218","HOSPEDAJES","PEQUEÑA","DISTRIBUIDORA JR","DISTRIBUIDORA JR","HOMBRE","331242700","-23.40677","-57.43392","CALLE SARMIENTO CASI TTE RODRIGUEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"219","FIESTAS Y RECEPCIONES - Servicios Integrales","MEDIANA","CASA SANTA TERESA SRL","CASA SANTA TERESA SRL","ORGANIZACION","242915","-23.40973","-57.43426","AVDA BERNARDINO CABALLERO Y CASI TENIENTE ROJAS SILVA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"220","AO PO´I - Confecciones","MICRO","ERE EREA LA BOMBA 2","ERE EREA LA BOMBA 2","MUJER","984757530","-23.40463","-57.43877","DR. FRANCIA Y GUILLERMO CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"221","HOTELES","PEQUEÑA","EL VICTORIA","EL VICTORIA","MUJER","242256","-23.40799","-57.44784","PRESIDENTE FRANCO PEDRO JUAN CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"222","BARES Y COPETINES","MICRO","BUON APPETITO","BUON APPETITO","HOMBRE","994495099","-23.40758","-57.44439","PRESIDENTE FRANCO CASI 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"223","ASERRADEROS","MICRO","JARDINERÍA Y FLORERÍA GABI","JARDINERÍA Y FLORERÍA GABI","HOMBRE","331240829","-23.40669","-57.45091","BRASIL Y CARLOS ANTONIO LOPEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"224","HOTELES","MICRO","MUJER BONITA","MUJER BONITA","MUJER","0","-23.40774","-57.44065","DON BOSCO Y AVDA PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"225","AUTOMOTORES - Talleres Mecanicos","MICRO","HOUSE INFORMATICA","HOUSE INFORMATICA","HOMBRE","331241949","-23.4048","-57.43355","TTE RODRÍGUEZ / DR FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"226","OPTICAS","MICRO","DESPENSA DOS HERMANOS","DESPENSA DOS HERMANOS","MUJER","976844588","-23.40445","-57.43303","DR FRANCIA C TTE SEMIDEI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"227","ELECTRODOMESTICOS","MICRO","ARAUJO","ARAUJO","HOMBRE","976529074","-23.40952","-57.434","BERNARDINO CABALLERO TERCERA Y CUARTA PROYECTADA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"228","EMBUTIDOS - Distribuidores","MICRO","HN MODAS","HN MODAS","HOMBRE","0","-23.40666","-57.43438","CALLE SARMIENTO CASI LEZCANO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"229","GOMERIAS","MICRO","POJERA CRÉDITOS","POJERA CRÉDITOS","ORGANIZACION","242997","-23.40865","-57.44735","MCAL ESTIGARRIBIA 624 ESQUINA ITURBE","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"230","DESPENSAS","PEQUEÑA","VISIÓN BANCO","VISIÓN BANCO","ORGANIZACION","331242943","-23.40777","-57.4446","PRESIDENTE FRANCO CASI GENERAL GARAY","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"231","BODEGAS","PEQUEÑA","CENTRO MEDICO","CENTRO MEDICO","ORGANIZACION","331243649","-23.40676","-57.43447","CALLE SARMIENTO ESQUINA BRAULIO LEZCANO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"232","ODONTOLOGIA - Clinicas","MICRO","SANABRIA","SANABRIA","HOMBRE","981317399","-23.40772","-57.44088","DON BOSCO C/AGUSTÍN FERNANDO DE PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"233","MUEBLES - Accesorios","MICRO","SERVIMAX","SERVIMAX","HOMBRE","331222458","-23.40637","-57.44961","KURUPAYTY","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"234","ELECTRICIDAD DEL AUTOMOVIL - Ver: Automotores - Taller de Elect.","MICRO","LA TIENDA DEL BEBÉ","LA TIENDA DEL BEBÉ","MUJER","971803045","-23.40782","-57.44709","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"235","AUTOMOTORES - Talleres Mecanicos","MICRO","LUZ CAROLINA","LUZ CAROLINA","MUJER","331242136","-23.40938","-57.43356","BERNARDINO CABALLERO CASI TENIENTE RODRIGUEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"236","ALMACEN DE SUELAS","MICRO","ESTUDIO JURÍDICO","ESTUDIO JURÍDICO","ORGANIZACION","331242494","-23.40779","-57.44712","PRESIDENTE FRANCO 607","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"237","MERCERIAS","MICRO","DESPENSA LA ECONOMIA","DESPENSA LA ECONOMIA","HOMBRE","331242708","-23.40649","-57.43561","PADRE SARMIENTO ESQUINA CABRERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"238","ARTICULOS PARA FERRETERIA - Ver: Ferreteria, Art. para","MICRO","POLLO SENSACIÓN","POLLO SENSACIÓN","HOMBRE","975504147","-23.40525","-57.43353","ITACURUBI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"239","EQUIPAMIENTOS DE VEHICULOS","MICRO","RIVAS ROYG ASOCIADOS","RIVAS ROYG ASOCIADOS","ORGANIZACION","240499","-23.40782","-57.44719","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"240","CONFITERIAS","MICRO","LA SANTANIANA","LA SANTANIANA","HOMBRE","971828801","-23.40952","-57.43342","BERNARDINO CABALLERO Y TENIENTE RODRIGUEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"241","TELEVISORES - Servicios Tecnicos - Ver: Electronica, Reparaciones","MICRO","CARPINTERIA INSFRAN","CARPINTERIA INSFRAN","HOMBRE","0","-23.40411","-57.43299","TTE RODRIGUEZ Y GASPAR RODRIGUEZ DE FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"242","ZAPATERIAS - Ver: Calzados","PEQUEÑA","BANCO FAMILIAR","BANCO FAMILIAR","ORGANIZACION","331240473","-23.40755","-57.4448","PRESIDENTE FRANCO ESQUINA GENERAL GARAY","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"243","MERCERIAS","MICRO","LA ROTONTA","LA ROTONTA","MUJER","986710206","-23.40945","-57.43336","AVENIDA BERNARDINO CABALLERO Y TENIENTE RODRIGUEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"244","CAZA Y PESCA - Articulos","MICRO","JCA FOTOGRAFIAS","JCA FOTOGRAFIAS","HOMBRE","971179764","-23.40368","-57.43338","TTE RODRIGUEZ C-/ PADRE MARCELINO MEDINA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"245","ALIMENTOS PARA PECES","MICRO","CUBANO PARAGUAYO","CUBANO PARAGUAYO","MUJER","971803020","-23.40784","-57.44723","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"246","PECES ORNAMENTALES","MICRO","SERVICOPIAS","SERVICOPIAS","MUJER","973867684","-23.40711","-57.43546","TTE. UBALDO CABRERA CASI SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"247","ABERTURAS DE CHAPA PLEGADA","MICRO","EL PRIMERO","EL PRIMERO","MUJER","976821656","-23.4096","-57.4333","AVDA BERNARDINO CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"248","ALMACENES RAMOS GENERALES","MICRO","ESTILOTON","ESTILOTON","HOMBRE","0","-23.408","-57.44004","SCREIBERT C/DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"249","ARTICULOS PARA ZAPATERIAS","MICRO","KING CURRIER EXPRESS","KING CURRIER EXPRESS","ORGANIZACION","992564665","-23.40783","-57.44728","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"250","ALMACENES GENERALES DE DEPOSITO","MICRO","DEO CREACIONES","DEO CREACIONES","MUJER","972893180","-23.40718","-57.43549","TTE. CABRERA ENTRE SARMIENTO Y DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"251","DISENOS INDUSTRIALES DE PRODUCTOS","MICRO","SUSAN EXTENSIONES","SUSAN EXTENSIONES","MUJER","976827229","-23.40752","-57.43549","DON BOSCO ESQUINA TTE CABRERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"252","PRENDAS - Ver. Ropas","MICRO","COPETIN ROMERO","COPETIN ROMERO","HOMBRE","976948073","-23.40515","-57.43991","ATRÁS DEL SALESIANO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"253","HOTELES","MICRO","CRÉDI CELL","CRÉDI CELL","HOMBRE","0984 841 912","-23.40828","-57.43984","SCREIBERT Y DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"254","RESTAURANTES","MICRO","DESPENSA ÑA LULA","DESPENSA ÑA LULA","MUJER","976507885","-23.4077","-57.43548","DON BOZCO ESQUINA TTE CABRERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"255","FLORERIAS","MEDIANA","CENTRO EDUCACIONAL PRESBITERIANO","CENTRO EDUCACIONAL PRESBITERIANO","ORGANIZACION","331242553","-23.40729","-57.44448","GENERAL GARAY CASI PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"256","BOUTIQUES","MICRO","PJ COMERCIAL","PJ COMERCIAL","MUJER","971643434","-23.40283","-57.43345","TTE RODRIGUEZ CASI AV. BOQUERON","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"257","ACADEMIAS - Institutos de Ensenanza","MICRO","SALÓN CITY PARA CABALLEROS","SALÓN CITY PARA CABALLEROS","HOMBRE","985932521","-23.40518","-57.43995","ESCRIBER Y TORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"258","ALMACENES RAMOS GENERALES","MICRO","ROSI","ROSI","HOMBRE","0","-23.40835","-57.43989","SCREIBERT Y DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"259","BODEGAS","MICRO","INDUCOM","INDUCOM","MUJER","971810919","-23.40775","-57.43526","DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
