ID,Institución,Título de la Iniciativa,Descripción,Latitud,Longitud,Imagen (Dirección URL),Teléfono de Contacto,Email,Link,Persona a Cargo,Departamento,Localidad,Fuente,Link a la Fuente,Acuerdo de Consentimiento
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-25.385808,-57.139658,,0511-242 231 Fax: 0511-243 232,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Cordillera,Caacupé,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-25.460778,-56.854257,,0518-20 003,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Cordillera,Itacurubí de la Cordillera,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-25.767292,-57.242543,,0218-212 201 / 0218-212 988,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Paraguarí,Carapeguá,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-25.619091,-57.146349,,0531-432 231 Fax: 0531-433 410,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Paraguarí,Paraguarí,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-26.018085,-57.016637,,0534-226 389 Fax:0543-226743,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Paraguarí,Ybycuí,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-25.884938,-56.839458,,0537-223 209,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Paraguarí,La Colmena,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.528803,-56.406207,,0431-200 003,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,CAC Guayaibi,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.067262,-56.44845,,021 3286788 / 021 3286781,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,CAC General Resquin,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.093637,-57.076266,,0342-222 299 Fax: 0342-222 297,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,Villa de San Pedro,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.66562,-56.445841,,0343-420 262 Fax: 0343-420 201,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,San Estanislao,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.536704,-56.822722,,041-210 431 Fax: 041-210 231,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,Itacurubí del Rosario,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.422418,-57.118602,,044-213 202,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,Villa del Rosario,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.185821,-56.580654,,0432-250 0210/ 0432-250178,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,Choré,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-23.827615,-56.520455,,0433-240031 Linea Alta: 021-3271169/021-3271170 Fax: 0433-240030,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,San Pedro,Sta. Rosa del Aguaray,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.131655,-54.614176,,419 36902 / 419 36903 / 419 36904,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Canindeyú,CAC La Paloma,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.065211,-54.309173,,046-242 207 Fax:046-242398,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Canindeyú,Salto del Guairá,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.505106,-54.854337,,0464-20 134 Fax:0464-20351,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Canindeyú,Nueva Esperanza,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.08001,-54.938558,,0345-225 216 / 0345-225 206,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Canindeyú,Corpus Christi,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-24.468325,-55.694651,,048-210 320 Fax: 048-210 820,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Canindeyú,Curuguaty,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-22.372122,-59.837493,,0492-252 515,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Boquerón,Loma Plata,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
,BANCO NACIONAL DE FOMENTO,Sucursal del Banco Nacional de Fomento,"Sucursal y/o Agencia habilitada para atención al público, consultar sobre Productos y Servicios Financieros habilitados en la misma",-25.092689,-57.522187,,0226-263601 -021 419 1910,correo@bnf.gov.py,https://www.bnf.gov.py/,Gerente de Sucursal,Presidente Hayes,Villa Hayes,Banco Nacional de Fomento,https://www.bnf.gov.py/,"Sí, estoy de acuerdo."
